question_id,source,company,section,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_answer
3617,PrepMaster,General,Numerical Ability,Speed and Distance,Medium,"A cyclist completes a tour of 600 km in 8 days. If he cycles 10 hours a day, what is his average speed?",10 km/h,8 km/h,6 km/h,7.5 km/h,D
3618,PrepMaster,General,Numerical Ability,Speed and Distance,Medium,"Two persons A and B start at the same time from P and Q, 45 km apart, toward each other. A walks at 3 km/h and B at 2 km/h. When do they meet?",9 hours,8 hours,12 hours,10 hours,A
3619,PrepMaster,General,Numerical Ability,Time and Work,Easy,A can do a piece of work in 10 days and B in 15 days. How long will they take working together?,6 days,7 days,8 days,5 days,A
3620,PrepMaster,General,Numerical Ability,Time and Work,Medium,"A can do a job in 12 days and B in 18 days. If A works alone for 4 days, how many more days will B need to finish?",14,10,12,8,B
3621,PrepMaster,General,Numerical Ability,Time and Work,Medium,A and B together complete a work in 8 days. A alone does it in 12 days. In how many days can B alone do it?,24 days,18 days,30 days,20 days,A
3622,PrepMaster,General,Numerical Ability,Time and Work,Medium,"Three taps fill a tank in 8, 12, and 24 hours respectively. How long to fill together?",5 hours,3 hours,4 hours,6 hours,C
3623,PrepMaster,General,Numerical Ability,Time and Work,Easy,A completes 1/3 of a job in 5 days. How many more days will he need to finish?,12,15,8,10,D
3624,PrepMaster,General,Numerical Ability,Time and Work,Easy,"If 8 men can build a wall in 6 days, how long will 12 men take?",4 days,5 days,6 days,3 days,A
3625,PrepMaster,General,Numerical Ability,Time and Work,Hard,"A and B can do a work in 6 days, B and C in 8 days, A and C in 12 days. In how many days can all three do it together?",8 days,16/3 days,5 days,6 days,B
3626,PrepMaster,General,Numerical Ability,Time and Work,Hard,"Pipe A fills a tank in 40 minutes and Pipe B empties it in 50 minutes. If both are open simultaneously, when will the tank be full?",240 minutes,200 minutes,160 minutes,180 minutes,B
3627,PrepMaster,General,Numerical Ability,Time and Work,Hard,"20 men can complete a job in 30 days. After 10 days, 5 more men join. How many more days are needed?",15 days,20 days,16 days,18 days,C
3628,PrepMaster,General,Numerical Ability,Time and Work,Easy,"A is twice as efficient as B. If B can finish a job in 18 days, how long will A take?",8 days,12 days,9 days,6 days,C
3629,PrepMaster,General,Numerical Ability,Time and Work,Easy,"A can complete 40% of a task in 8 days. At the same rate, how many days to complete the whole task?",18 days,15 days,20 days,25 days,C
3630,PrepMaster,General,Numerical Ability,Time and Work,Medium,A and B together can do a piece of work in 12 days. B alone takes 20 days. How many days does A alone take?,24 days,28 days,25 days,30 days,D
3631,PrepMaster,General,Numerical Ability,Time and Work,Hard,"Three workers A, B, C finish a job in 10, 12, and 15 days respectively. Working together, they complete the job in:",4 days,3 days,6 days,5 days,A
3632,PrepMaster,General,Numerical Ability,Time and Work,Hard,"A does half as much work as B in 3/4 of the time. If together they take 18 days, how long does B take alone?",30 days,24 days,40 days,36 days,A
3633,PrepMaster,General,Numerical Ability,Time and Work,Hard,"Pipe A fills in 6 hours, Pipe B fills in 8 hours. Both open and leakage drains in 24 hours. Time to fill:",4 hours,6 hours,5 hours,4.8 hours,D
3634,PrepMaster,General,Numerical Ability,Ratio and Proportion,Medium,"If A:B = 3:4 and B:C = 5:6, what is A:C?",3:6,5:6,5:8,15:24,C
3635,PrepMaster,General,Numerical Ability,Ratio and Proportion,Medium,Divide Rs.560 in the ratio 3:4:7.,Rs.100:200:260,Rs.120:160:280,Rs.150:170:240,Rs.140:160:260,B
3636,PrepMaster,General,Numerical Ability,Ratio and Proportion,Hard,"If x:y = 2:3 and y:z = 4:5, find x:y:z.",4:6:8,8:12:15,2:3:5,6:9:12,B
3637,PrepMaster,General,Numerical Ability,Ratio and Proportion,Hard,The ages of A and B are in ratio 4:5. Six years hence the ratio will be 5:6. Find A's age.,20,30,28,24,D
3638,PrepMaster,General,Numerical Ability,Ratio and Proportion,Hard,"A bag has coins in ratio 2:3:5 for Re.1, 50p, and 25p. Total Rs.114. How many 50p coins?",48,72,60,36,A
3639,PrepMaster,General,Numerical Ability,Ratio and Proportion,Hard,"If P:Q = 5:7 and Q:R = 3:4, find P:R.",15:28,7:4,5:4,3:5,A
3640,PrepMaster,General,Numerical Ability,Ratio and Proportion,Hard,"Two numbers are in ratio 3:5. If 4 is added to each, ratio becomes 2:3. Find the numbers.",12 and 20,6 and 10,9 and 15,15 and 25,A
3641,PrepMaster,General,Numerical Ability,Ratio and Proportion,Hard,"A mixture contains milk and water in ratio 7:3. If 10 litres of water is added, ratio becomes 7:4. Find initial milk.",70 litres,50 litres,80 litres,60 litres,A
3642,PrepMaster,General,Numerical Ability,Ratio and Proportion,Easy,"Salaries of A, B, C are in ratio 1:2:3. If salary of C is Rs.12000, what is the average salary?",Rs.6000,Rs.4000,Rs.8000,Rs.10000,C
3643,PrepMaster,General,Numerical Ability,Ratio and Proportion,Hard,"If 4 is subtracted from each term of ratio 5:8, ratio becomes 1:2. Find original numbers.",15 and 24,5 and 8,10 and 16,4 and 8,B
3644,PrepMaster,General,Numerical Ability,Averages,Medium,"The average of 5 numbers is 30. If one number is excluded, the average becomes 28. The excluded number is:",36,32,38,40,C
3645,PrepMaster,General,Numerical Ability,Averages,Medium,"The average of 10 numbers is 45. If one number is included, the new average is 46. The included number is:",56,60,50,55,A
3646,PrepMaster,General,Numerical Ability,Averages,Easy,Find the average of first 20 natural numbers.,9.5,11,12,10.5,D
3647,PrepMaster,General,Numerical Ability,Averages,Easy,"Average of 7 numbers is 8. If each number is multiplied by 3, the new average is:",18,24,27,21,B
3648,PrepMaster,General,Numerical Ability,Averages,Medium,The average weight of 10 men is 70 kg. One man of 80 kg leaves and another joins. New average is 69 kg. New man's weight:,75,70,60,68,C
3649,PrepMaster,General,Numerical Ability,Averages,Easy,Average marks in 6 subjects is 75. What is the total marks?,400,500,450,425,C
3650,PrepMaster,General,Numerical Ability,Averages,Hard,"The average temperature of Mon, Tue, Wed was 37°C. For Tue, Wed, Thu it was 38°C. If Thursday's temp was 39°C, what was Monday's?",37°C,35°C,36°C,38°C,C
3651,PrepMaster,General,Numerical Ability,Averages,Medium,"A batsman's average after 30 innings is 25. After the 31st innings, average becomes 26. The 31st innings score is:",60,56,50,55,B
3652,PrepMaster,General,Numerical Ability,Averages,Easy,The average of 3 numbers is 18. The average of the first two is 16. The third number is:,26,20,24,22,D
3653,PrepMaster,General,Numerical Ability,Averages,Medium,"In a class of 40 students, boys' average marks is 70 and girls' is 75. If girls are 60% of class, what is class average?",74,71,73,72,C
3654,PrepMaster,General,Numerical Ability,Algebra,Easy,"If 3x + 5 = 20, what is x?",6,3,4,5,D
3655,PrepMaster,General,Numerical Ability,Algebra,Easy,"If x² - 5x + 6 = 0, the values of x are:",2 and 3,2 and −3,−2 and −3,1 and 6,A
3656,PrepMaster,General,Numerical Ability,Algebra,Medium,Simplify: (a + b)² − (a − b)²,2ab,a² + b²,4a²,4ab,D
3657,PrepMaster,General,Numerical Ability,Algebra,Hard,"If 2x − 3y = 4 and 3x + y = 7, find x.",1.5,2,1.8,2.5,B
3658,PrepMaster,General,Numerical Ability,Algebra,Medium,The sum of two numbers is 40 and their difference is 10. Find the smaller number.,25,10,20,15,D
3659,PrepMaster,General,Numerical Ability,Algebra,Hard,"If x + y = 12 and xy = 32, what is x² + y²?",80,96,64,100,A
3660,PrepMaster,General,Numerical Ability,Algebra,Medium,Solve for x: |2x − 3| = 7,x = −5 or x = 2,x = 5 or x = −2,x = 5 or x = 2,x = 5 only,B
3661,PrepMaster,General,Numerical Ability,Algebra,Medium,Find the value of x: 4x/3 − 2 = 6,8,6,4,5,B
3662,PrepMaster,General,Numerical Ability,Algebra,Hard,"If a + b = 5 and ab = 6, find a³ + b³.",45,25,30,35,D
3663,PrepMaster,General,Numerical Ability,Algebra,Hard,For what value of k does 2x² + kx + 8 = 0 have equal roots?,−8,±8,8,4,B
3664,PrepMaster,General,Numerical Ability,Algebra,Easy,"If f(x) = 2x² − 3x + 1, find f(2).",3,2,4,5,A
3665,PrepMaster,General,Numerical Ability,Algebra,Medium,Find the product of roots of 3x² − 5x + 2 = 0.,5/3,2/3,3/2,1/2,B
3666,PrepMaster,General,Numerical Ability,Algebra,Easy,Simplify (x² − 4)/(x − 2).,2x,x − 2,x² + 2,x + 2,D
3667,PrepMaster,General,Numerical Ability,Algebra,Easy,"If 3a = 4b, find the ratio a:b.",3:4,2:3,1:1,4:3,D
3668,PrepMaster,General,Numerical Ability,Algebra,Easy,Solve: 5x + 3 = 2x + 15,6,4,3,5,B
3669,PrepMaster,General,Numerical Ability,Mensuration,Easy,Area of a rectangle with length 12 cm and breadth 8 cm.,100 cm²,96 cm²,80 cm²,72 cm²,B
3670,PrepMaster,General,Numerical Ability,Mensuration,Easy,Perimeter of a square with side 9 cm.,32 cm,27 cm,40 cm,36 cm,D
3671,PrepMaster,General,Numerical Ability,Mensuration,Easy,Area of a triangle with base 10 cm and height 6 cm.,60 cm²,30 cm²,40 cm²,20 cm²,B
3672,PrepMaster,General,Numerical Ability,Mensuration,Easy,Volume of a cube with side 4 cm.,64 cm³,16 cm³,48 cm³,32 cm³,A
3673,PrepMaster,General,Numerical Ability,Mensuration,Easy,Circumference of a circle with radius 7 cm. (π = 22/7),44 cm,44.5 cm,22 cm,28 cm,A
3674,PrepMaster,General,Numerical Ability,Mensuration,Medium,Area of a circle with diameter 14 cm. (π = 22/7),176 cm²,144 cm²,154 cm²,140 cm²,C
3675,PrepMaster,General,Numerical Ability,Mensuration,Medium,Volume of a cylinder with radius 7 cm and height 10 cm. (π = 22/7),1200 cm³,2000 cm³,1100 cm³,1540 cm³,D
3676,PrepMaster,General,Numerical Ability,Mensuration,Medium,A room 5m × 4m × 3m. Area of 4 walls is:,60 m²,54 m²,48 m²,70 m²,B
3677,PrepMaster,General,Numerical Ability,Mensuration,Easy,Diagonal of a rectangle 8 × 6 cm.,14 cm,10 cm,8 cm,12 cm,B
3678,PrepMaster,General,Numerical Ability,Mensuration,Medium,"If the radius of a circle is doubled, its area becomes:",4 times,2 times,8 times,3 times,A
3679,PrepMaster,General,Numerical Ability,Mensuration,Medium,Curved surface area of a cone with radius 7 cm and slant height 10 cm. (π = 22/7),240 cm²,220 cm²,280 cm²,200 cm²,B
3680,PrepMaster,General,Numerical Ability,Mensuration,Hard,Total surface area of a sphere with radius 7 cm. (π = 22/7),660 cm²,616 cm²,588 cm²,600 cm²,B
3681,PrepMaster,General,Numerical Ability,Mensuration,Hard,Volume of a cone with radius 7 cm and height 9 cm. (π = 22/7),440 cm³,500 cm³,462 cm³,400 cm³,C
3682,PrepMaster,General,Numerical Ability,Mensuration,Hard,Perimeter of semicircle with radius 7 cm. (π = 22/7),32 cm,38 cm,36 cm,40 cm,C
3683,PrepMaster,General,Numerical Ability,Mensuration,Hard,Area of equilateral triangle with side 6 cm.,9√3 cm²,18 cm²,6√3 cm²,12 cm²,A
3684,PrepMaster,General,Numerical Ability,Number Series,Medium,"Find the next: 2, 6, 12, 20, 30, ___",38,42,44,36,B
3685,PrepMaster,General,Numerical Ability,Number Series,Easy,"Find the next: 1, 4, 9, 16, 25, ___",42,30,36,49,C
3686,PrepMaster,General,Numerical Ability,Number Series,Medium,"Find the next: 3, 6, 11, 18, 27, ___",36,42,40,38,D
3687,PrepMaster,General,Numerical Ability,Number Series,Easy,"Find the next: 1, 1, 2, 3, 5, 8, ___",14,13,10,11,B
3688,PrepMaster,General,Numerical Ability,Number Series,Hard,"Find the next: 2, 5, 11, 23, 47, ___",95,100,90,85,A
3689,PrepMaster,General,Numerical Ability,Number Series,Easy,"Find the next: 5, 10, 20, 40, 80, ___",120,140,200,160,D
3690,PrepMaster,General,Numerical Ability,Number Series,Hard,"Find the missing: 3, 8, __, 24, 35",16,15,14,17,B
3691,PrepMaster,General,Numerical Ability,Number Series,Hard,"Find the next: 100, 98, 94, 88, 80, ___",72,68,70,74,C
3692,PrepMaster,General,Numerical Ability,Number Series,Medium,"Find the next: 0, 3, 8, 15, 24, ___",35,33,40,30,A
3693,PrepMaster,General,Numerical Ability,Number Series,Medium,"Find the next: 7, 11, 13, 17, 19, ___",22,23,21,25,B
3694,PrepMaster,General,Numerical Ability,Number Series,Medium,"Find the missing: 4, 16, 36, __, 100",49,81,25,64,D
3695,PrepMaster,General,Numerical Ability,Number Series,Easy,"Find the next: 2, 4, 8, 16, 32, 64, ___",100,96,128,120,C
3696,PrepMaster,General,Numerical Ability,Number Series,Easy,"Find the next: 1, 8, 27, 64, ___",150,144,125,100,C
3697,PrepMaster,General,Numerical Ability,Number Series,Easy,"Find the next: 1, 3, 6, 10, 15, ___",21,24,20,18,A
3698,PrepMaster,General,Numerical Ability,Number Series,Hard,"Find the missing: 6, 11, 21, 36, 56, ___",81,75,82,80,A
3699,PrepMaster,General,Numerical Ability,Permutation and Combination,Easy,In how many ways can 5 people sit in a row?,24,100,120,60,C
3700,PrepMaster,General,Numerical Ability,Permutation and Combination,Medium,"In how many ways can 3 letters be chosen from A, B, C, D, E?",60,15,10,20,C
3701,PrepMaster,General,Numerical Ability,Permutation and Combination,Medium,"How many 3-digit numbers can be formed using 1, 2, 3, 4, 5 (no repetition)?",120,100,60,80,C
3702,PrepMaster,General,Numerical Ability,Permutation and Combination,Hard,A committee of 4 is to be chosen from 7 men and 5 women. How many committees have exactly 2 women?,180,210,90,120,B
3703,PrepMaster,General,Numerical Ability,Permutation and Combination,Hard,In how many ways can the letters of MISSISSIPPI be arranged?,40040,25200,34650,30030,C
3704,PrepMaster,General,Numerical Ability,Permutation and Combination,Hard,How many ways can 10 players be divided into 2 teams of 5 each?,252,126,63,504,B
3705,PrepMaster,General,Numerical Ability,Permutation and Combination,Medium,"P(7,3) equals:",120,42,210,35,C
3706,PrepMaster,General,Numerical Ability,Permutation and Combination,Medium,"C(8,3) equals:",70,28,36,56,D
3707,PrepMaster,General,Numerical Ability,Permutation and Combination,Hard,A coin is tossed 5 times. How many outcomes have at least 3 heads?,12,20,15,16,D
3708,PrepMaster,General,Numerical Ability,Permutation and Combination,Easy,In how many ways can 6 books be arranged on a shelf?,240,360,720,120,C
3709,PrepMaster,General,Numerical Ability,Probability,Easy,A card is drawn from a standard deck. Probability of drawing an ace?,1/13,4/13,1/52,4/52,A
3710,PrepMaster,General,Numerical Ability,Probability,Easy,A coin is tossed twice. Probability of getting exactly one head?,1/4,2/4,3/4,1/2,D
3711,PrepMaster,General,Numerical Ability,Probability,Easy,A die is rolled. Probability of getting a prime number?,1/2,5/6,1/3,2/3,A
3712,PrepMaster,General,Numerical Ability,Probability,Medium,Two dice are thrown. Probability that sum is 7?,1/12,7/36,1/6,5/36,C
3713,PrepMaster,General,Numerical Ability,Probability,Hard,A bag has 4 red and 6 blue balls. Probability of drawing 2 red balls?,3/15,4/10,1/5,2/15,D
3714,PrepMaster,General,Numerical Ability,Probability,Hard,Probability of getting a king or a spade from a standard deck?,15/52,17/52,16/52,4/13,D
3715,PrepMaster,General,Numerical Ability,Probability,Easy,Two coins are tossed. Probability of at least one head?,3/4,1/2,1/4,2/3,A
3716,PrepMaster,General,Numerical Ability,Probability,Easy,A box contains 3 white and 5 black balls. Probability of NOT drawing a white ball?,5/8,3/8,2/5,1/2,A
3717,PrepMaster,General,Numerical Ability,Probability,Medium,"P(A) = 0.4, P(B) = 0.5, P(A∩B) = 0.2. P(A∪B) = ?",0.9,0.6,0.8,0.7,D
3718,PrepMaster,General,Numerical Ability,Probability,Hard,Probability that a leap year has 53 Sundays?,2/7,4/7,1/7,3/7,A
3719,PrepMaster,General,Numerical Ability,HCF and LCM,Easy,Find HCF of 36 and 48.,6,12,24,18,B
3720,PrepMaster,General,Numerical Ability,HCF and LCM,Easy,Find LCM of 12 and 18.,72,48,36,24,C
3721,PrepMaster,General,Numerical Ability,HCF and LCM,Medium,Product of HCF and LCM of 15 and 25 is:,125,250,500,375,D
3722,PrepMaster,General,Numerical Ability,HCF and LCM,Easy,HCF of 120 and 180 is:,60,30,90,40,A
3723,PrepMaster,General,Numerical Ability,HCF and LCM,Medium,"LCM of 4, 6, 8, 10 is:",40,120,60,80,B
3724,PrepMaster,General,Numerical Ability,HCF and LCM,Medium,"Three ropes of lengths 36m, 48m, and 60m are to be cut into equal pieces. Maximum piece length?",12m,6m,24m,18m,A
3725,PrepMaster,General,Numerical Ability,HCF and LCM,Medium,"The HCF of two numbers is 12 and their LCM is 144. If one number is 48, find the other.",60,48,24,36,D
3726,PrepMaster,General,Numerical Ability,HCF and LCM,Hard,"Find HCF of 0.12, 0.18, and 0.24.",0.18,0.12,0.06,0.03,C
3727,PrepMaster,General,Numerical Ability,HCF and LCM,Medium,"The least number exactly divisible by 12, 15, 18 is:",120,150,180,90,C
3728,PrepMaster,General,Numerical Ability,HCF and LCM,Hard,"Two bells ring every 18 and 24 minutes. If they ring together at 9 AM, when will they next ring together?",10:12 AM,10:00 AM,9:48 AM,9:42 AM,A
3729,PrepMaster,General,Numerical Ability,Mixtures,Hard,"A mixture of milk and water in ratio 3:1. To make ratio 3:2, how much water should be added to 20L?",5 L,6 L,4 L,3 L,A
3730,PrepMaster,General,Numerical Ability,Mixtures,Hard,A 40L mixture has 30% alcohol. How much water must be added to make alcohol 20%?,25 L,15 L,10 L,20 L,D
3731,PrepMaster,General,Numerical Ability,Mixtures,Hard,"By rule of alligation, in what ratio must 5% and 20% acid solutions be mixed to get 10% solution?",3:1,2:1,1:1,1:2,B
3732,PrepMaster,General,Numerical Ability,Mixtures,Hard,"A vessel contains 60L of juice. 12L is drawn and replaced with water, then 12L again drawn and replaced. Final juice amount:",38.4 L,40 L,36 L,42 L,A
3733,PrepMaster,General,Numerical Ability,Mixtures,Hard,"Two varieties of rice, Rs.8/kg and Rs.12/kg, are mixed in ratio 3:2. Selling price for 20% profit:",Rs.13/kg,Rs.10.5/kg,Rs.11.52/kg,Rs.12/kg,C
3734,PrepMaster,General,Numerical Ability,Clocks,Hard,"At 3:40, the angle between clock hands is:",150°,130°,140°,120°,B
3735,PrepMaster,General,Numerical Ability,Clocks,Medium,How many times do clock hands coincide in 12 hours?,12,13,11,10,C
3736,PrepMaster,General,Numerical Ability,Clocks,Hard,What is the angle between clock hands at 6:30?,0°,30°,45°,15°,D
3737,PrepMaster,General,Numerical Ability,Clocks,Hard,A clock gains 5 minutes every hour. In how many hours will it show 1 hour ahead?,15 hours,8 hours,10 hours,12 hours,D
3738,PrepMaster,General,Numerical Ability,Calendars,Hard,"January 1, 2000 was Saturday. What day was January 1, 2001?",Sunday,Wednesday,Tuesday,Monday,D
3739,PrepMaster,General,Numerical Ability,Calendars,Hard,How many odd days are there in 100 years?,3,7,1,5,D
3740,PrepMaster,General,Numerical Ability,Calendars,Easy,"If 15th August 1947 was Friday, what day was 14th August 1947?",Wednesday,Saturday,Thursday,Tuesday,C
3741,PrepMaster,General,Numerical Ability,Calendars,Hard,What day of week was 1st January 2020?,Tuesday,Thursday,Wednesday,Friday,C
3742,PrepMaster,General,Numerical Ability,Calendars,Easy,The number of days in a leap year is:,367,360,366,365,C
3743,PrepMaster,General,Numerical Ability,Calendars,Hard,"A month has exactly 5 Sundays. If the month starts on Sunday, the month has:",28 days,30 days,31 days,Can be 30 or 31,D
3744,PrepMaster,General,Numerical Ability,Pipes and Cisterns,Medium,Pipe A fills a tank in 15 min and Pipe B in 20 min. Both open together fill tank in:,12 min,10 min,8 min,60/7 min,D
3745,PrepMaster,General,Numerical Ability,Pipes and Cisterns,Medium,"A pipe fills a tank in 30 min. A leak empties it in 45 min. With both, tank is full in:",60 min,120 min,75 min,90 min,D
3746,PrepMaster,General,Numerical Ability,Pipes and Cisterns,Hard,"3 pipes can fill a tank in 3, 4, and 6 hours. Opened together, tank fills in:",2 hours,4/3 hours,3 hours,1.5 hours,B
3747,PrepMaster,General,Numerical Ability,Pipes and Cisterns,Hard,"A cistern has two inlets and one outlet. Inlets fill in 8 and 12 hours, outlet drains in 6 hours. Time to fill when all open:",16 hours,24 hours,18 hours,12 hours,B
3748,PrepMaster,General,Numerical Ability,Pipes and Cisterns,Hard,Pipe A fills 1/3 of tank in 5 hours. Pipe B fills rest in 10 hours. Together they fill in:,10 hours,5 hours,8 hours,6 hours,D
3749,PrepMaster,General,Numerical Ability,Ages,Medium,"Father is 4 times son's age. In 20 years, father will be twice son's age. Find son's current age.",12,8,15,10,D
3750,PrepMaster,General,Numerical Ability,Ages,Easy,A is 2 years older than B. Sum of their ages is 40. Find A's age.,20,19,22,21,D
3751,PrepMaster,General,Numerical Ability,Ages,Hard,"Ratio of A's to B's age is 4:5. In 5 years, ratio becomes 5:6. Find A's current age.",30,20,15,25,B
3752,PrepMaster,General,Numerical Ability,Ages,Hard,"A mother is 30 years older than her daughter. In 5 years, mother will be 3 times daughter's age. Find daughter's current age.",12,10,8,15,B
3753,PrepMaster,General,Numerical Ability,Ages,Easy,"The average age of 5 people is 30. If the eldest is 50, the average of the rest is:",22,25,20,28,B
3754,PrepMaster,General,Numerical Ability,Boats and Streams,Easy,"A boat speed is 12 km/h, stream speed is 3 km/h. Speed upstream?",10 km/h,8 km/h,15 km/h,9 km/h,D
3755,PrepMaster,General,Numerical Ability,Boats and Streams,Hard,A man rows 18 km downstream in 2h and 12 km upstream in 3h. Speed of current?,2 km/h,1 km/h,3 km/h,1.5 km/h,D
3756,PrepMaster,General,Numerical Ability,Boats and Streams,Hard,A boat goes 30 km upstream in 5h and 30 km downstream in 3h. Find boat speed in still water.,6 km/h,10 km/h,8 km/h,7 km/h,C
3757,PrepMaster,General,Numerical Ability,Boats and Streams,Medium,Speed of boat in still water is 10 km/h and stream speed is 2 km/h. Time to cover 48 km downstream?,5 hours,3 hours,6 hours,4 hours,D
3758,PrepMaster,General,Numerical Ability,Boats and Streams,Hard,A person can row at 8 km/h in still water. River flows at 2 km/h. Time to row 15 km downstream and return?,4.5 hours,4 hours,5 hours,3.75 hours,D
3759,PrepMaster,General,Numerical Ability,Aptitude,Medium,What is 25% of 480?,120,100,124,96,A
3760,PrepMaster,General,Numerical Ability,Aptitude,Medium,A number increased by 20% gives 180. What is the original number?,160,170,150,140,C
3761,PrepMaster,General,Numerical Ability,Aptitude,Medium,"If 15% of a number is 45, what is 40% of that number?",80,120,60,100,B
3762,PrepMaster,General,Numerical Ability,Aptitude,Medium,What is 12.5% of 640?,80,85,90,75,A
3763,PrepMaster,General,Numerical Ability,Aptitude,Medium,A shopkeeper marks a price 40% above cost and gives 10% discount. What is the profit %?,26%,28%,24%,30%,A
3764,PrepMaster,General,Numerical Ability,Aptitude,Medium,"If the price of an article falls by 20%, by what % must sales increase to maintain revenue?",25%,30%,20%,15%,A
3765,PrepMaster,General,Numerical Ability,Aptitude,Medium,"A student scored 72% in an exam. If full marks = 500, find the marks obtained.",350,370,360,380,C
3766,PrepMaster,General,Numerical Ability,Aptitude,Medium,"Two numbers are in ratio 3:5. If their sum is 160, find the smaller number.",80,70,60,50,C
3767,PrepMaster,General,Numerical Ability,Aptitude,Medium,What percentage is 75 of 300?,15%,20%,25%,30%,C
3768,PrepMaster,General,Numerical Ability,Aptitude,Medium,"If A:B = 2:3 and B:C = 4:5, find A:C.",6:10,8:15,4:9,2:5,B
3769,PrepMaster,General,Numerical Ability,Aptitude,Medium,A train travels 360 km in 4 hours. What is its speed in km/h?,80,70,90,100,C
3770,PrepMaster,General,Numerical Ability,Aptitude,Medium,Two trains of 100m and 150m run at 60 km/h and 90 km/h in opposite directions. Time to cross?,10 sec,8 sec,5 sec,6 sec,D
3771,PrepMaster,General,Numerical Ability,Aptitude,Medium,A car covers 120 km at 40 km/h and 180 km at 60 km/h. Find average speed.,52 km/h,50 km/h,55 km/h,48 km/h,B
3772,PrepMaster,General,Numerical Ability,Aptitude,Medium,"Walking at 4/5 of usual speed, a man is 15 min late. Find usual time.",60 min,90 min,75 min,45 min,A
3773,PrepMaster,General,Numerical Ability,Aptitude,Medium,A train 200m long crosses a 300m bridge at 50 km/h. Time taken?,40 sec,24 sec,36 sec,30 sec,C
3774,PrepMaster,General,Numerical Ability,Aptitude,Medium,A and B together can do a job in 12 days. A alone in 20 days. B alone in how many days?,30,40,25,35,A
3775,PrepMaster,General,Numerical Ability,Aptitude,Medium,"A pipe fills a tank in 6 hours. Another drains it in 8 hours. Both open, time to fill?",20 hours,24 hours,18 hours,16 hours,B
3776,PrepMaster,General,Numerical Ability,Aptitude,Medium,"A and B together finish in 8 days, B and C in 12 days, A and C in 16 days. All three together?",8 days,9 days,6 days,About 7.38 days,D
3777,PrepMaster,General,Numerical Ability,Aptitude,Medium,"A does 1/4 work in 3 days, B does 1/3 work in 4 days. Together how many days to finish?",6 days,about 5.5 days,4.5 days,7 days,B
3778,PrepMaster,General,Numerical Ability,Aptitude,Medium,"Two workers A and B complete a job. A takes 18 days, B takes 9 days. Working together?",7 days,6 days,4 days,5 days,B
3779,PrepMaster,General,Numerical Ability,Aptitude,Medium,Simple interest on Rs 5000 at 8% p.a. for 3 years?,1500,1000,1200,800,C
3780,PrepMaster,General,Numerical Ability,Aptitude,Medium,Find compound interest on Rs 10000 at 10% p.a. for 2 years.,2200,1900,2000,2100,D
3781,PrepMaster,General,Numerical Ability,Aptitude,Medium,At what rate will Rs 8000 amount to Rs 9200 in 3 years (SI)?,4%,6%,5%,3%,C
3782,PrepMaster,General,Numerical Ability,Aptitude,Medium,The sum doubles in 10 years under SI. Find the rate.,12%,5%,8%,10%,D
3783,PrepMaster,General,Numerical Ability,Aptitude,Medium,Difference between CI and SI for 2 years at 10% on Rs 1000?,10,20,5,15,A
3784,PrepMaster,General,Numerical Ability,Aptitude,Medium,The cost price of an article is Rs 200. It is sold at a profit of 15%. Find selling price.,250,230,240,220,B
3785,PrepMaster,General,Numerical Ability,Aptitude,Medium,A sold an article for Rs 240 at 20% profit. Find cost price.,180,190,200,220,C
3786,PrepMaster,General,Numerical Ability,Aptitude,Medium,"By selling an article for Rs 560, a man gains 12%. Find cost price.",520,480,460,500,D
3787,PrepMaster,General,Numerical Ability,Aptitude,Medium,A man buys at Rs 750 and sells at Rs 675. Find loss %.,5%,12%,8%,10%,D
3788,PrepMaster,General,Numerical Ability,Aptitude,Medium,"A trader has a 20% loss. If cost is Rs 500, what is selling price?",400,350,420,450,A
3789,PrepMaster,General,Numerical Ability,Aptitude,Medium,"What is the LCM of 12, 18, and 24?",60,36,48,72,D
3790,PrepMaster,General,Numerical Ability,Aptitude,Medium,The HCF of 36 and 60 is?,18,6,12,24,C
3791,PrepMaster,General,Numerical Ability,Aptitude,Medium,"Find the LCM of 4, 6, 8, 10.",120,60,80,40,A
3792,PrepMaster,General,Numerical Ability,Aptitude,Medium,The product of two numbers is 120. HCF is 4. Find LCM.,40,20,50,30,D
3793,PrepMaster,General,Numerical Ability,Aptitude,Medium,HCF of two numbers is 8 and their LCM is 96. One number is 32. Find the other.,32,16,24,48,C
3794,PrepMaster,General,Numerical Ability,Aptitude,Medium,What is the square root of 1764?,44,42,41,43,B
3795,PrepMaster,General,Numerical Ability,Aptitude,Medium,Simplify: (49)^0.5 + (81)^0.5,16,13,14,15,A
3796,PrepMaster,General,Numerical Ability,Aptitude,Medium,What is the cube root of 1331?,10,13,11,12,C
3797,PrepMaster,General,Numerical Ability,Aptitude,Medium,"If 2^x = 64, find x.",8,6,5,7,B
3798,PrepMaster,General,Numerical Ability,Aptitude,Medium,Find the value of (2^5 × 2^3) / 2^4.,16,64,8,32,A
3799,PrepMaster,General,Numerical Ability,Aptitude,Medium,A man is 24 years older than his son. In 2 years his age will be twice his son's. Find son's age now.,18,24,22,20,C
3800,PrepMaster,General,Numerical Ability,Aptitude,Medium,"The sum of ages of A and B is 45 years. 5 years ago, A was twice as old as B. Find A's current age.",30,35,40,25,B
